,Department,Difficulty,Hot,Number_Ratings,Score,Tag,Take_Again,pk_id
880,Philosophy,3.0,0,5,3.8,Skip class You wont pass,N/A,1792714
881,Theater,4.0,0,5,2.6,Skip class You wont pass,N/A,1800475
882,Psychology,2.0,0,5,5.0,Gives good feedback,N/A,1804669
883,Family,3.2,0,5,3.0,Participation matters,N/A,1810943
884,Economics,1.2,0,5,5.0,Gives good feedback,N/A,1820374
885,Biology,3.4,0,5,3.5,EXTRA CREDIT,N/A,1821471
886,Writing,1.4,1,5,4.6,Caring,N/A,1835342
887,Economics,3.4,1,5,2.7,Get ready to read,N/A,1839712
888,Languages,3.6,0,5,4.1,Participation matters,N/A,1840674
889,Chemistry,4.0,0,5,2.7,LECTURE HEAVY,N/A,1845269
890,Languages,3.2,1,5,4.8,Skip class You wont pass,N/A,1849500
891,Languages,3.0,0,5,4.7,Tough Grader,N/A,1849700
892,Economics,2.6,0,5,2.9,Clear grading criteria,N/A,1853100
893,Geology,4.0,0,5,3.4,GROUP PROJECTS,N/A,1867381
894,Communication,2.6,0,5,3.2,Participation matters,N/A,1871110
895,Physics,2.0,0,5,4.7,LOTS OF HOMEWORK,N/A,1876480
896,Geology,4.6,0,5,2.8,Tough Grader,N/A,1877740
897,English,2.6,0,5,3.8,Get ready to read,N/A,1878708
898,Communication,2.6,1,5,4.5,Clear grading criteria,N/A,1893670
899,Political,4.2,1,5,4.6,Gives good feedback,N/A,1894946
900,Marketing,4.2,0,5,2.6,Tough Grader,N/A,1896775
901,Psychology,2.4,1,5,4.4,Participation matters,N/A,1901021
902,Theater,2.2,0,5,3.3,Tough Grader,N/A,1907563
903,Business,3.4,0,5,3.0,Skip class You wont pass,N/A,1916995
904,Mathematics,3.6,0,5,1.8,LECTURE HEAVY,N/A,1921560
905,Languages,2.4,0,5,4.9,Caring,N/A,1933811
906,Exercise,4.0,0,5,2.5,Skip class You wont pass,N/A,1937310
907,Social,3.4,0,5,2.6,Tough Grader,N/A,1958317
908,Geology,1.8,1,5,4.2,Clear grading criteria,N/A,1964682
909,Computer,3.2,0,5,4.1,EXTRA CREDIT,N/A,1965284
910,Anthropology,2.0,1,5,3.9,Get ready to read,N/A,1976494
911,Mathematics,3.4,1,5,4.7,LOTS OF HOMEWORK,N/A,1990039
912,Chemistry,3.0,1,5,4.9,Hilarious,N/A,1994620
913,History,4.0,0,5,3.2,Gives good feedback,N/A,2001253
914,Accounting,4.4,1,5,1.6,Tough Grader,N/A,2006312
915,Sociology,2.0,1,5,4.9,Amazing lectures,N/A,2007667
916,Mathematics,2.6,0,5,4.6,Caring,N/A,2009218
917,Communication,2.2,1,5,5.0,Participation matters,N/A,2009881
918,Sociology,2.2,1,5,4.8,Get ready to read,N/A,2010822
919,Business,2.4,0,5,1.8,LECTURE HEAVY,N/A,2020036
920,Economics,3.2,0,5,4.9,Get ready to read,N/A,2032001
921,English,2.2,0,5,4.5,Gives good feedback,N/A,2044164
922,Chemistry,3.8,0,5,5.0,Respected,N/A,2047292
923,Mathematics,4.2,0,5,4.2,Respected,N/A,2063498
924,Mathematics,4.8,0,5,1.0,Tough Grader,N/A,2064091
925,Mathematics,3.2,0,5,2.8,Skip class You wont pass,N/A,2075685
926,English,3.2,0,5,2.8,Tough Grader,N/A,2076107
927,Business,2.0,1,5,3.6,Get ready to read,N/A,2085207
928,Economics,1.8,0,5,3.5,EXTRA CREDIT,N/A,2087450
929,English,3.8,0,5,2.9,Get ready to read,N/A,2116239
930,Finance,3.2,0,5,3.6,GROUP PROJECTS,60%,2164562
931,Political,4.2,0,5,5.0,Gives good feedback,100%,2189395
932,English,4.0,0,5,3.4,Get ready to read,40%,2196746
933,History,3.0,1,5,4.7,Get ready to read,N/A,2090026
934,Engineering,3.4,0,5,3.2,Tough Grader,N/A,712197
935,Mathematics,3.0,0,5,4.1,Clear grading criteria,N/A,2037987
936,Theater,3.0,0,5,3.9,,N/A,569018
937,Chemistry,4.6,0,5,1.7,Tough Grader,N/A,1881802
938,Chemistry,3.2,0,5,4.8,LOTS OF HOMEWORK,N/A,1869031
939,Mathematics,2.8,0,5,4.6,EXTRA CREDIT,N/A,2033549
940,Communication,3.5,0,4,2.6,,N/A,93482
941,Communication,3.3,0,4,3.4,,N/A,93490
942,Geography,2.8,1,4,5.0,,N/A,188295
943,Music,1.5,0,4,3.1,,N/A,239242
944,Mathematics,3.8,1,4,3.1,,N/A,257494
945,History,3.3,1,4,4.3,,N/A,261369
946,Business,4.0,0,4,1.1,,N/A,261568
947,Languages,2.0,1,4,4.5,,N/A,261672
948,Anthropology,1.8,0,4,4.5,Amazing lectures,N/A,269807
949,Sociology,3.0,0,4,4.6,,N/A,310292
950,Languages,3.5,1,4,4.6,Gives good feedback,N/A,346602
951,Sociology,3.8,0,4,4.1,,N/A,502053
952,Chemistry,2.8,1,4,4.1,,N/A,516555
953,English,3.0,1,4,3.8,,N/A,519837
954,Family,3.2,0,4,3.9,Clear grading criteria,N/A,531970
955,Computer,4.0,0,4,2.8,,N/A,536002
956,Languages,2.5,1,4,4.9,,N/A,541673
957,Mathematics,3.5,0,4,4.6,,N/A,559956
958,Fine,3.0,0,4,4.0,,N/A,570512
959,Languages,4.3,0,4,2.1,,N/A,601621
960,Languages,2.5,0,4,5.0,,N/A,602813
961,Mathematics,2.8,0,4,2.5,,N/A,624746
962,Accounting,4.3,0,4,3.9,,N/A,651898
963,English,4.5,1,4,5.0,,N/A,652337
964,Political,2.8,0,4,3.4,,N/A,654231
965,Writing,3.5,0,4,3.3,,N/A,663172
966,History,3.0,1,4,4.5,,N/A,676143
967,Film,2.8,0,4,2.6,,N/A,682736
968,Graphic,4.0,0,4,3.8,Gives good feedback,N/A,683080
969,Psychology,2.3,0,4,4.3,,N/A,683709
970,Chemistry,3.8,0,4,4.0,,N/A,702330
971,Philosophy,2.0,0,4,4.1,,N/A,710556
972,Computer,4.5,1,4,4.8,,N/A,710737
973,Engineering,3.5,0,4,2.5,,N/A,711783
974,Mathematics,2.8,0,4,3.6,,N/A,717871
975,Fine,2.8,0,4,3.6,,N/A,726360
976,Medicine,3.8,0,4,4.0,,N/A,727396
977,Writing,3.5,1,4,3.6,,N/A,730874
978,English,2.0,0,4,4.3,,N/A,737268
979,Education,2.5,0,4,2.4,,N/A,756098
980,Ethnic,3.8,0,4,3.6,Get ready to read,N/A,759226
981,Languages,3.0,1,4,4.6,,N/A,795601
982,Anthropology,4.5,0,4,2.4,,N/A,815131
983,Geography,2.8,0,4,2.8,LECTURE HEAVY,N/A,815293
984,Dance,3.5,0,4,3.8,,N/A,830082
985,Languages,4.0,0,4,3.9,Gives good feedback,N/A,832782
986,Writing,3.3,0,4,4.1,Participation matters,N/A,832921
987,Education,3.5,1,4,3.0,Gives good feedback,N/A,842175
988,Management,4.0,1,4,4.1,,N/A,844484
989,Psychology,2.8,1,4,4.8,,N/A,855896
990,Mathematics,4.0,0,4,3.0,Skip class You wont pass,N/A,863157
991,Social,3.3,1,4,4.9,Clear grading criteria,N/A,867062
992,Medicine,2.0,0,4,1.9,,N/A,892090
993,Communication,2.3,1,4,4.8,,N/A,916665
994,Family,3.3,1,4,4.4,,N/A,918245
995,Philosophy,2.3,0,4,3.5,,N/A,918531
996,Psychology,2.5,1,4,4.8,,N/A,921343
997,Geography,1.5,1,4,4.8,Hilarious,N/A,922049
998,Mathematics,1.5,0,4,4.0,LOTS OF HOMEWORK,N/A,928129
999,English,2.3,0,4,4.4,Inspirational,N/A,928147
1000,Writing,2.5,0,4,5.0,,N/A,930625
1001,Economics,4.8,0,4,2.5,,N/A,934983
1002,Health,1.8,1,4,3.6,,N/A,945498
1003,Engineering,4.0,1,4,4.9,GROUP PROJECTS,N/A,956026
1004,Statistics,3.5,1,4,3.5,,N/A,956389
1005,Economics,3.5,1,4,3.3,,N/A,981216
1006,Physics,3.5,0,4,2.3,,N/A,982279
1007,Mathematics,3.5,0,4,4.1,,N/A,982558
1008,Music,3.3,0,4,4.4,,N/A,1008250
1009,Mathematics,3.5,0,4,4.0,Gives good feedback,N/A,1026999
1010,Not,2.5,0,4,3.1,,N/A,1046372
1011,Educational,1.3,1,4,4.8,,N/A,1046660
1012,Mathematics,2.8,1,4,4.4,,N/A,1047012
1013,Psychology,3.5,1,4,4.9,,N/A,1049960
1014,Business,3.3,0,4,2.0,,N/A,1070260
1015,English,2.8,0,4,2.6,,N/A,1147972
1016,Art,3.0,1,4,4.4,,N/A,1165051
1017,Mathematics,3.3,0,4,1.9,,N/A,1180154
1018,Social,3.3,0,4,3.1,,N/A,1182147
1019,Social,1.5,1,4,4.5,,N/A,1182155
1020,Social,2.5,0,4,4.2,Amazing lectures,N/A,1196392
1021,Geography,1.8,0,4,3.9,,N/A,1208277
1022,Behavioral,1.8,1,4,4.6,,N/A,1218485
1023,Education,4.0,0,4,2.3,LOTS OF HOMEWORK,N/A,1223750
1024,Urban,3.0,0,4,2.0,,N/A,1226016
1025,Mathematics,3.0,0,4,2.6,,N/A,1227430
1026,Geography,3.8,0,4,2.9,,N/A,1229168
1027,Languages,4.3,0,4,4.3,,N/A,1236445
1028,Languages,3.0,0,4,1.8,LECTURE HEAVY,N/A,1248780
1029,Mathematics,1.8,1,4,4.0,,N/A,1287585
1030,Writing,3.0,1,4,4.6,Gives good feedback,N/A,1304273
1031,Anthropology,2.0,1,4,4.9,,N/A,1307211
1032,Psychology,1.8,1,4,4.3,,N/A,1317928
1033,Biology,2.8,0,4,4.5,,N/A,1379998
1034,Psychology,3.5,0,4,3.1,,N/A,1388695
1035,Theater,1.8,0,4,4.4,Participation matters,N/A,1392485
1036,Educational,3.3,0,4,1.8,LOTS OF HOMEWORK,N/A,1411007
1037,Business,4.3,0,4,2.1,Get ready to read,N/A,1411099
1038,Communication,4.3,0,4,1.9,LECTURE HEAVY,N/A,1416339
1039,Art,3.5,0,4,3.5,,N/A,1416817
1040,Statistics,2.8,1,4,5.0,Skip class You wont pass,N/A,1429892
1041,Chemistry,4.0,0,4,3.4,,N/A,1439937
1042,Ethnic,2.8,1,4,4.6,,N/A,1442258
1043,History,3.8,0,4,1.9,LECTURE HEAVY,N/A,1479615
1044,Mathematics,3.0,0,4,2.5,LOTS OF HOMEWORK,N/A,1481504
1045,English,2.5,0,4,3.4,SO MANY PAPERS,N/A,1481856
1046,Bioengineering,4.8,0,4,1.0,Tough Grader,N/A,1498142
1047,Bioengineering,2.8,0,4,4.9,,N/A,1510505
1048,Economics,1.5,1,4,4.9,,N/A,1519485
1049,Psychology,2.3,1,4,3.8,,N/A,1520841
1050,Philosophy,3.0,0,4,3.5,BEWARE OF POP QUIZZES,N/A,1522402
1051,Mathematics,4.3,0,4,1.0,,N/A,1527826
1052,Biology,3.8,0,4,3.6,LOTS OF HOMEWORK,N/A,1538024
1053,Languages,4.0,0,4,2.5,Participation matters,N/A,1546921
1054,Economics,1.0,0,4,4.5,Participation matters,N/A,1566480
1055,Physics,2.5,0,4,3.4,Gives good feedback,N/A,1567734
1056,Chemistry,3.0,0,4,2.8,Hilarious,N/A,1581639
1057,Communication,2.0,1,4,4.4,,N/A,1592000
1058,Architecture,2.0,0,4,4.4,GROUP PROJECTS,N/A,1594368
1059,Mathematics,3.0,1,4,4.5,,N/A,1605485
1060,Communication,2.0,0,4,4.5,BEWARE OF POP QUIZZES,N/A,1606370
1061,Music,3.0,0,4,3.5,Caring,N/A,1608230
1062,Biology,2.3,0,4,2.8,LECTURE HEAVY,N/A,1627867
1063,Mathematics,3.8,0,4,4.9,Amazing lectures,N/A,1633936
1064,Civil,2.0,0,4,3.8,Inspirational,N/A,1635850
1065,Mathematics,2.5,1,4,3.8,Tough Grader,N/A,1636044
1066,Psychology,3.5,1,4,4.0,Participation matters,N/A,1654517
1067,Not,1.8,0,4,3.9,,N/A,1667660
1068,Communication,4.0,0,4,2.9,Tough Grader,N/A,1671370
1069,Languages,3.8,0,4,2.6,Get ready to read,N/A,1678149
1070,Languages,1.5,0,4,5.0,,N/A,1678153
1071,Business,2.0,1,4,4.8,,N/A,1679533
1072,History,4.8,0,4,2.0,,N/A,1706155
1073,Communication,3.5,0,4,2.8,Tough Grader,N/A,1712559
1074,Mathematics,3.0,1,4,5.0,Gives good feedback,N/A,1713989
1075,Business,2.0,0,4,4.4,Clear grading criteria,N/A,1720985
1076,Psychology,1.8,1,4,5.0,,N/A,1731900
1077,Mathematics,4.3,0,4,2.6,,N/A,1750438
1078,Computer,3.8,0,4,3.8,Amazing lectures,N/A,1754225
1079,Mathematics,2.8,0,4,2.0,BEWARE OF POP QUIZZES,N/A,1768516
1080,Mathematics,3.5,0,4,1.1,,N/A,1787208
1081,Family,4.3,0,4,2.5,,N/A,1789491
1082,Science,2.8,0,4,3.8,Caring,N/A,1790214
1083,Mathematics,1.8,1,4,5.0,Tough Grader,N/A,1795489
1084,Communication,4.8,0,4,1.3,,N/A,1798464
1085,Biology,2.5,0,4,4.3,,N/A,1809025
1086,Exercise,2.3,1,4,3.8,,N/A,1818474
1087,Communication,4.3,0,4,3.9,,N/A,1819154
1088,Biology,4.0,0,4,3.0,Amazing lectures,N/A,1840477
1089,Computer,3.5,0,4,3.9,LOTS OF HOMEWORK,N/A,1845993
1090,Communication,2.3,1,4,4.9,EXTRA CREDIT,N/A,1851350
1091,Fine,2.5,0,4,4.7,Hilarious,N/A,1851359
1092,Writing,3.3,0,4,4.4,Gives good feedback,N/A,1862626
1093,Mathematics,3.3,0,4,2.8,Skip class You wont pass,N/A,1864343
1094,Statistics,3.3,0,4,3.4,,N/A,1867724
1095,Marketing,2.5,1,4,4.0,,N/A,1870294
1096,Anthropology,3.8,0,4,3.5,Tough Grader,N/A,1870352
1097,Economics,2.3,0,4,4.5,Gives good feedback,N/A,1872482
1098,Finance,3.8,0,4,2.1,Tough Grader,N/A,1879866
1099,Mechanical,3.0,0,4,4.8,Tough Grader,N/A,1886227
1100,Psychology,3.0,0,4,3.8,Tough Grader,N/A,1893363
1101,Business,1.0,1,4,4.9,Hilarious,N/A,1895996
1102,Mathematics,4.0,1,4,4.5,Skip class You wont pass,N/A,1917560
1103,Languages,2.0,0,4,4.5,Caring,N/A,1917806
1104,Mechanical,3.5,0,4,2.8,GROUP PROJECTS,N/A,1918334
1105,Art,1.8,1,4,3.5,Get ready to read,N/A,1918481
1106,Mathematics,4.0,0,4,3.8,LOTS OF HOMEWORK,N/A,1920579
1107,English,2.8,0,4,4.9,Amazing lectures,N/A,1929060
1108,Education,2.8,0,4,4.2,Participation matters,N/A,1949949
1109,Art,3.5,0,4,1.8,Skip class You wont pass,N/A,1954923
1110,Science,3.0,1,4,3.4,LECTURE HEAVY,N/A,1965060
1111,Communication,2.7,0,4,5.0,Respected,N/A,1968561
1112,Geology,4.5,1,4,4.0,LOTS OF HOMEWORK,N/A,1972200
1113,Exercise,2.5,0,4,4.4,Gives good feedback,N/A,1987948
1114,Gender,3.5,0,4,2.0,Get ready to read,N/A,1994055
1115,Psychology,1.8,0,4,4.8,EXTRA CREDIT,N/A,1994779
1116,Computer,2.8,1,4,4.2,EXTRA CREDIT,N/A,2009339
1117,Theater,2.5,0,4,4.1,Participation matters,N/A,2010655
1118,Chemical,3.5,0,4,4.9,LOTS OF HOMEWORK,N/A,2014707
1119,Political,2.5,0,4,5.0,Gives good feedback,N/A,2019612
1120,Park,4.3,0,4,1.4,Tough Grader,N/A,2023671
1121,Writing,2.0,1,4,4.6,Gives good feedback,N/A,2024292
1122,Education,1.8,1,4,5.0,Respected,N/A,2026127
1123,Chemistry,2.5,1,4,5.0,Hilarious,N/A,2027412
1124,Accounting,4.3,0,4,4.0,Get ready to read,N/A,2030985
1125,Business,1.3,0,4,2.8,Participation matters,N/A,2030987
1126,Chemistry,3.8,0,4,4.3,ACCESSIBLE OUTSIDE CLASS,N/A,2031685
1127,Humanities,2.7,0,4,4.0,Participation matters,N/A,2033519
1128,Management,2.8,0,4,3.6,Clear grading criteria,N/A,2036243
1129,Fine,3.3,1,4,4.2,Caring,N/A,2039159
1130,Economics,3.0,0,4,3.0,Participation matters,N/A,2046618
1131,Biochemistry,3.0,0,4,2.5,Participation matters,N/A,2058229
1132,Psychology,2.7,1,4,4.9,Gives good feedback,N/A,2060131
1133,Psychology,2.8,0,4,3.6,Tough Grader,N/A,2063456
1134,Mathematics,3.5,1,4,3.9,LOTS OF HOMEWORK,N/A,2071461
1135,Anthropology,3.5,0,4,3.5,Tough Grader,N/A,2073113
1136,Writing,1.5,0,4,5.0,Gives good feedback,N/A,2074123
1137,Park,3.0,0,4,3.0,Get ready to read,N/A,2079807
1138,Writing,1.8,1,4,4.0,Gives good feedback,N/A,2082586
1139,Economics,2.5,1,4,3.9,LECTURE HEAVY,N/A,2089194
1140,Bioengineering,3.5,0,4,3.5,Tough Grader,N/A,2089256
1141,Computer,2.8,0,4,4.4,Skip class You wont pass,N/A,2089999
1142,Geology,4.2,0,4,2.1,Tough Grader,N/A,2094198
1143,Sociology,3.8,1,4,4.8,Tough Grader,N/A,2094681
1144,Mathematics,3.5,0,4,2.3,LOTS OF HOMEWORK,N/A,2096179
1145,Computer,3.7,0,4,4.9,Caring,N/A,2136878
1146,Psychology,3.5,0,4,2.8,Tough Grader,N/A,2161782
1147,English,2.5,0,4,4.0,Participation matters,N/A,2169708
1148,Languages,3.0,0,4,3.5,Skip class You wont pass,N/A,1957480
1149,Economics,3.5,1,4,3.5,Gives good feedback,N/A,2136850
1150,Languages,1.5,0,4,4.9,Gives good feedback,N/A,2099604
1151,Engineering,3.3,0,3,4.8,,N/A,131707
1152,Graphic,2.7,0,3,4.8,,N/A,142434
1153,Engineering,2.7,0,3,2.5,,N/A,205840
1154,Nursing,3.3,0,3,4.7,,N/A,261082
1155,Communication,3.0,0,3,3.3,,N/A,261098
1156,Communication,4.0,0,3,4.5,,N/A,261137
1157,Geography,3.0,0,3,3.0,,N/A,261387
1158,Languages,3.3,0,3,4.5,,N/A,261676
1159,Education,2.0,1,3,5.0,,N/A,261683
1160,Business,2.3,0,3,3.0,,N/A,263255
1161,Engineering,3.3,0,3,3.3,Tough Grader,N/A,268143
1162,Computer,4.7,0,3,4.8,,N/A,270033
1163,History,4.3,0,3,4.3,,N/A,346633
1164,Computer,2.3,0,3,4.5,,N/A,445033
1165,Languages,2.3,1,3,4.3,,N/A,463893
1166,Languages,3.0,1,3,5.0,,N/A,493917
1167,History,3.7,0,3,5.0,,N/A,521223
1168,Health,2.3,0,3,4.2,,N/A,573832
1169,Philosophy,3.7,0,3,3.8,,N/A,591830
1170,English,3.0,1,3,3.7,,N/A,594637
1171,English,3.7,0,3,3.8,,N/A,607173
1172,Communication,2.3,0,3,3.0,,N/A,648752
1173,Management,3.0,0,3,2.0,Tough Grader,N/A,656325
1174,Music,4.0,0,3,4.7,,N/A,682134
1175,Social,2.7,0,3,1.5,,N/A,689118
1176,Social,3.0,1,3,2.9,Gives good feedback,N/A,689125
1177,Engineering,4.0,1,3,4.8,,N/A,691966
1178,Sociology,1.3,1,3,4.3,,N/A,692875
1179,Psychology,4.0,1,3,4.8,,N/A,700252
1180,Mathematics,4.0,0,3,2.3,,N/A,709073
1181,Computer,3.3,0,3,4.5,Clear grading criteria,N/A,710721
1182,Biology,2.3,0,3,4.8,Gives good feedback,N/A,717879
1183,Political,3.3,0,3,4.2,,N/A,719035
1184,Mathematics,2.0,0,3,4.8,,N/A,719843
1185,Communication,2.7,0,3,4.2,EXTRA CREDIT,N/A,721746
1186,Computer,3.7,0,3,3.3,Skip class You wont pass,N/A,726041
1187,Hospitality,2.0,0,3,4.3,,N/A,733464
1188,Anthropology,3.7,0,3,2.5,,N/A,733699
1189,Political,2.3,0,3,4.7,,N/A,738863
1190,Mathematics,4.3,0,3,1.5,,N/A,749081
1191,Communication,2.0,1,3,4.2,,N/A,772502
1192,Languages,2.0,0,3,4.7,,N/A,773275
1193,Exercise,2.7,1,3,4.0,,N/A,780969
1194,Economics,2.7,1,3,5.0,,N/A,790506
1195,Fine,3.0,1,3,5.0,,N/A,796978
1196,Political,2.0,0,3,2.8,,N/A,811057
1197,Law,3.3,1,3,5.0,,N/A,813220
1198,English,2.7,1,3,4.0,Participation matters,N/A,815158
1199,Exercise,2.7,0,3,2.8,,N/A,819811
1200,Marketing,2.3,0,3,1.2,,N/A,825614
1201,Languages,3.7,0,3,4.5,,N/A,831060
1202,Computer,3.7,0,3,3.3,Gives good feedback,N/A,836302
1203,Law,3.7,0,3,4.0,,N/A,836606
1204,Psychology,3.7,0,3,2.7,,N/A,843539
1205,Mathematics,2.7,1,3,5.0,,N/A,875899
1206,Computer,4.3,0,3,2.0,,N/A,910360
1207,Languages,4.3,1,3,4.8,,N/A,917583
1208,Mathematics,2.7,0,3,2.0,,N/A,922051
1209,Gender,2.0,0,3,5.0,,N/A,928144
1210,Languages,1.7,1,3,4.7,,N/A,928671
1211,Chemistry,3.3,0,3,5.0,,N/A,932453
1212,Not,5.0,0,3,3.0,,N/A,979768
1213,Physics,4.0,0,3,3.3,Skip class You wont pass,N/A,982282
1214,Mathematics,3.7,0,3,3.9,LECTURE HEAVY,N/A,1003845
1215,Computer,3.0,0,3,4.7,,N/A,1037905
1216,Mathematics,2.7,0,3,3.3,,N/A,1043152
1217,Art,3.0,1,3,3.8,Participation matters,N/A,1054741
1218,Accounting,4.0,0,3,2.8,,N/A,1073004
1219,Chemistry,2.7,0,3,1.2,,N/A,1074035
1220,Exercise,3.7,0,3,2.3,,N/A,1088320
1221,Languages,2.3,1,3,4.8,,N/A,1097968
1222,Physics,3.7,0,3,3.3,,N/A,1102305
1223,Writing,1.7,0,3,4.3,,N/A,1107376
1224,Languages,2.7,0,3,2.2,,N/A,1121951
1225,Political,2.7,0,3,5.0,,N/A,1125063
1226,Finance,2.7,0,3,5.0,,N/A,1127419
1227,Political,3.3,0,3,4.0,,N/A,1131933
1228,Economics,4.0,0,3,2.2,Get ready to read,N/A,1134758
1229,Communication,2.7,1,3,5.0,,N/A,1135044
1230,Communication,3.0,0,3,4.7,,N/A,1162423
1231,Languages,3.0,0,3,1.5,,N/A,1171133
1232,Social,3.3,0,3,3.7,,N/A,1182156
1233,Languages,3.7,1,3,4.7,,N/A,1188940
1234,Social,4.0,0,3,1.2,,N/A,1196395
1235,Communication,3.3,1,3,4.2,,N/A,1230242
1236,Biology,1.7,0,3,4.5,,N/A,1234826
1237,Computer,4.0,0,3,1.3,Tough Grader,N/A,1274003
1238,English,2.0,1,3,4.7,Caring,N/A,1290355
1239,Electrical,3.7,1,3,4.7,,N/A,1303827
1240,Anthropology,3.0,0,3,2.8,,N/A,1311424
1241,Theater,3.0,1,3,4.0,,N/A,1319980
1242,Psychology,2.0,1,3,3.3,,N/A,1322845
1243,Anthropology,3.7,0,3,1.5,LECTURE HEAVY,N/A,1333415
1244,Sociology,3.3,0,3,3.5,,N/A,1342437
1245,Statistics,4.7,0,3,3.7,Amazing lectures,N/A,1344704
1246,History,5.0,0,3,2.3,Tough Grader,N/A,1349941
1247,Electrical,4.0,0,3,3.5,LECTURE HEAVY,N/A,1361185
1248,Fine,2.7,0,3,2.3,,N/A,1364991
1249,Meteorology,2.3,0,3,3.2,Tough Grader,N/A,1369876
1250,Languages,4.3,1,3,3.3,Participation matters,N/A,1380705
1251,Exercise,2.3,0,3,3.7,,N/A,1387741
1252,Writing,4.3,0,3,3.7,,N/A,1388878
1253,Mathematics,2.3,0,3,5.0,Caring,N/A,1395920
1254,Chemistry,3.7,0,3,2.2,Tough Grader,N/A,1433558
1255,Marketing,2.7,0,3,3.2,,N/A,1435985
1256,Medicine,1.7,1,3,5.0,,N/A,1449465
1257,Communication,2.7,1,3,4.2,Participation matters,N/A,1455213
1258,Economics,3.0,0,3,3.7,,N/A,1467615
1259,Economics,1.7,0,3,4.0,,N/A,1468403
1260,Communication,3.3,1,3,4.5,,N/A,1470043
1261,Languages,1.0,0,3,3.8,,N/A,1474556
1262,Family,1.7,1,3,5.0,,N/A,1474616
1263,Nursing,3.3,1,3,5.0,,N/A,1477252
1264,Writing,3.7,0,3,4.3,,N/A,1493046
1265,Computer,2.0,0,3,3.2,,N/A,1499662
1266,Mathematics,1.0,1,3,5.0,,N/A,1499787
1267,Mathematics,3.0,0,3,2.8,,N/A,1501180
1268,Theater,1.0,1,3,4.2,,N/A,1511328
1269,Languages,3.3,1,3,4.8,,N/A,1511789
1270,Languages,4.0,0,3,4.0,Respected,N/A,1512117
1271,Law,4.0,0,3,3.8,,N/A,1518729
1272,Political,4.0,1,3,4.7,Get ready to read,N/A,1519769
1273,Geography,2.7,1,3,4.0,Clear grading criteria,N/A,1520128
1274,Aerospace,2.3,1,3,5.0,,N/A,1524623
1275,Psychology,3.0,0,3,4.0,,N/A,1572806
1276,Sociology,2.7,0,3,4.8,Get ready to read,N/A,1574966
1277,Communication,2.7,0,3,4.2,Participation matters,N/A,1576183
1278,Languages,3.0,1,3,4.2,,N/A,1585717
1279,Chemical,3.7,0,3,3.2,,N/A,1588301
1280,Mathematics,3.3,0,3,2.9,Tough Grader,N/A,1599658
1281,Computer,2.3,1,3,4.7,,N/A,1615202
1282,Linguistics,2.3,1,3,3.8,Gives good feedback,N/A,1624603
1283,Writing,3.0,1,3,3.8,,N/A,1630332
1284,Film,3.3,0,3,3.5,Tough Grader,N/A,1631405
1285,Economics,4.7,0,3,2.2,,N/A,1633744
1286,Writing,2.3,1,3,4.7,,N/A,1638126
1287,Family,1.7,1,3,4.5,Get ready to read,N/A,1640034
1288,Fine,1.0,0,3,5.0,,N/A,1646088
1289,Accounting,3.3,0,3,2.8,,N/A,1647686
1290,Not,2.3,1,3,2.3,LOTS OF HOMEWORK,N/A,1649302
1291,Mechanical,3.7,0,3,3.0,,N/A,1658853
1292,Philosophy,1.3,0,3,2.7,,N/A,1658874
1293,Art,3.7,1,3,4.3,,N/A,1662345
1294,Electrical,4.3,0,3,3.5,Amazing lectures,N/A,1669317
1295,Finance,4.0,0,3,3.3,,N/A,1671368
1296,Sociology,3.0,0,3,4.8,,N/A,1673913
1297,Communication,3.3,0,3,3.2,Respected,N/A,1675349
1298,Communication,2.0,1,3,4.5,,N/A,1678159
1299,Communication,3.7,0,3,2.7,Skip class You wont pass,N/A,1678160
1300,Finance,4.3,0,3,3.0,Get ready to read,N/A,1679679
1301,Materials,1.3,0,3,4.7,Amazing lectures,N/A,1683177
1302,Languages,3.0,0,3,3.7,Amazing lectures,N/A,1685458
1303,Political,3.7,0,3,4.2,Skip class You wont pass,N/A,1693769
1304,Physics,3.7,0,3,3.8,Inspirational,N/A,1696934
1305,Physics,3.3,1,3,3.7,,N/A,1714647
1306,Languages,4.0,1,3,2.5,,N/A,1716578
1307,Mathematics,3.3,0,3,3.9,Amazing lectures,N/A,1722866
1308,Psychology,3.7,0,3,1.2,,N/A,1725171
1309,Psychology,3.7,1,3,4.8,Gives good feedback,N/A,1725297
1310,Mathematics,3.0,1,3,4.0,LOTS OF HOMEWORK,N/A,1725504
1311,Philosophy,3.0,0,3,3.1,Get ready to read,N/A,1726904
1312,Sociology,2.0,1,3,4.8,,N/A,1730926
1313,Writing,2.0,1,3,4.7,Caring,N/A,1734881
1314,Writing,2.3,0,3,3.7,,N/A,1737611
1315,Geology,3.7,0,3,3.8,Tough Grader,N/A,1737902
1316,Exercise,1.7,0,3,4.7,,N/A,1761828
1317,Psychology,3.3,0,3,3.5,,N/A,1794739
1318,Business,3.0,0,3,2.8,,N/A,1795574
1319,Exercise,3.3,0,3,3.7,Inspirational,N/A,1796958
1320,Psychology,3.0,0,3,4.8,,N/A,1801268
1321,Not,2.7,0,3,3.5,Get ready to read,N/A,1806426
1322,Languages,3.0,0,3,5.0,EXTRA CREDIT,N/A,1808284
1323,Chemistry,4.3,1,3,3.2,,N/A,1812576
